skingoal_healthy,skingoal_glowing,skingoal_clear,skingoal_hydrated,skingoal_protected,skingoal_balanced,skingoal_repaired,skingoal_calm,skingoal_bright,skingoal_rejuvenated,skingoal_restored,skinconcern_agingskin,skinconcern_acne,skinconcern_dryskin,skinconcern_firmnesselasticity,skinconcern_pigmentation,skinconcern_sensitivity,skintype,skinafterwash,tzoneoily,cloggedpores,fitzpatrick,gender,ethnicity,age,pregnant,vegan,currentproducts_cleanser,currentproducts_serum,currentproducts_eyecream,currentproducts_dailymoisturizer,currentproducts_spf,currentproducts_nightcream,getmatched
1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypecombination,skinafterwashnotsure,,,,,,,,,0,0,0,0,0,0,
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,skintypecombination,skinafterwashhydrated,tzoneoilyfrequently,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantyes,veganno,1,1,1,1,1,0,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,skintypecombination,skinafterwashhydrated,tzoneoilyfrequently,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantyes,veganno,1,1,1,1,1,0,getmatched_nightcream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,skintypecombination,skinafterwashhydrated,tzoneoilyfrequently,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantyes,veganno,1,1,1,1,1,0,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,skintypecombination,skinafterwashhydrated,tzoneoilyfrequently,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantyes,veganno,1,1,1,1,1,0,getmatched_eyecream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,skintypecombination,skinafterwashhydrated,tzoneoilyfrequently,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantyes,veganno,1,1,1,1,1,0,getmatched_eyecream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,skintypecombination,skinafterwashhydrated,tzoneoilyfrequently,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantyes,veganno,1,1,1,1,1,0,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,skintypecombination,skinafterwashhydrated,tzoneoilyfrequently,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantyes,veganno,1,1,1,1,1,0,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,skintypecombination,skinafterwashhydrated,tzoneoilyfrequently,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantyes,veganno,1,1,1,1,1,0,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,skintypecombination,skinafterwashhydrated,tzoneoilyfrequently,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantyes,veganno,1,1,1,1,1,0,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,skintypecombination,skinafterwashhydrated,tzoneoilyfrequently,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantyes,veganno,1,1,1,1,1,0,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypecombination,skinafterwashhydrated,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganyes,1,1,0,1,1,0,getmatched_serum
1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,skintypecombination,skinafterwashshiny,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,1,0,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypeoily,skinafterwashhydrated,tzoneoilyfrequently,cloggedporesalways,fitzpatrick4,genderfemale,ethnicitypacific,age2534,pregnantno,veganno,1,1,0,1,1,1,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypeoily,skinafterwashhydrated,tzoneoilyfrequently,cloggedporesalways,fitzpatrick4,genderfemale,ethnicitypacific,age2534,pregnantno,veganno,1,1,0,1,1,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,skintypenormal,skinafterwashrough,tzoneoilysometimes,cloggedporesrarely,fitzpatrick1,genderfemale,ethnicityafricanamerican,age1824,pregnantno,veganno,1,0,0,1,0,1,getmatched_cleanser
1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,skintypeoily,skinafterwashshiny,tzoneoilyalways,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicityhispanic,age2534,pregnantno,veganno,1,1,0,1,1,1,getmatched_serum
1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,skintypeoily,skinafterwashshiny,tzoneoilyalways,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicityhispanic,age2534,pregnantno,veganno,1,1,0,1,1,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypeoily,skinafterwashhydrated,tzoneoilysometimes,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantyes,veganno,1,1,1,1,1,0,getmatched_nightcream
0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilyalways,cloggedporesalways,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,0,1,getmatched_serum
0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilyalways,cloggedporesalways,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,0,1,getmatched_nightcream
0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilyalways,cloggedporesalways,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,0,1,getmatched_cleanser
0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilyalways,cloggedporesalways,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,0,1,getmatched_dailymoisturizer
0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilyalways,cloggedporesalways,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,0,1,getmatched_dailymoisturizer
0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilyalways,cloggedporesalways,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,0,1,getmatched_nightcream
0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilyalways,cloggedporesalways,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,0,1,getmatched_serum
1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,skintypenormal,skinafterwashhydrated,tzoneoilysometimes,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,0,0,0,1,0,getmatched_serum
1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,skintypeoily,skinafterwashtight,tzoneoilyalways,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicityasian,age1824,pregnantno,veganno,1,1,0,1,0,0,getmatched_cleanser
1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashtight,tzoneoilyalways,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicityasian,age1824,pregnantno,veganno,1,1,0,1,0,0,getmatched_cleanser
1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashtight,tzoneoilyalways,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicityasian,age1824,pregnantno,veganno,1,1,0,1,0,0,
1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashtight,tzoneoilyalways,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicityasian,age1824,pregnantno,veganno,1,1,0,1,0,0,getmatched_serum
1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashtight,tzoneoilyalways,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicityasian,age1824,pregnantno,veganno,1,1,0,1,0,0,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,skintypenotsure,skinafterwashshiny,tzoneoilynever,cloggedporesrarely,fitzpatrick6,,,,,,0,0,0,0,0,0,
1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0,0,0,0,0,0,
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypedry,skinafterwashnotsure,tzoneoilysometimes,cloggedporesrarely,fitzpatrick4,genderfemale,ethnicityasian,age2534,pregnantno,veganno,1,0,0,0,1,0,getmatched_dailymoisturizer
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,skintypecombination,skinafterwashtight,tzoneoilyalways,cloggedporesrarely,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,0,1,getmatched_cleanser
0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,skintypedry,skinafterwashtight,tzoneoilynever,cloggedporesnever,fitzpatrick4,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,0,0,0,1,0,1,getmatched_serum
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,skintypenormal,skinafterwashnotsure,tzoneoilynever,,,,,,,,0,0,0,0,0,0,
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,skintypeoily,skinafterwashtight,tzoneoilyfrequently,cloggedporesalways,fitzpatrick4,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,0,0,1,0,0,getmatched_cleanser
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,skintypecombination,skinafterwashtight,tzoneoilyalways,cloggedporesalways,fitzpatrick1,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,0,1,1,1,getmatched_dailymoisturizer
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,skintypecombination,skinafterwashtight,tzoneoilyalways,cloggedporesalways,fitzpatrick1,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,0,1,1,1,getmatched_serum
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,skintypecombination,skinafterwashtight,tzoneoilyalways,cloggedporesalways,fitzpatrick1,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,0,1,1,1,getmatched_serum
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,skintypecombination,skinafterwashtight,tzoneoilyalways,cloggedporesalways,fitzpatrick1,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,0,1,1,1,getmatched_cleanser
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,skintypenotsure,,,,,,,,,,0,0,0,0,0,0,
0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,skintypeoily,skinafterwashhydrated,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,0,0,0,0,0,1,getmatched_nightcream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypenotsure,skinafterwashnotsure,tzoneoilysometimes,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicityasian,age2534,pregnantno,veganno,1,1,1,0,1,0,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashhydrated,tzoneoilyalways,cloggedporesalways,fitzpatrick5,genderfemale,ethnicityhispanic,age1824,pregnantno,veganno,1,1,0,1,1,1,getmatched_dailymoisturizer
0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypecombination,skinafterwashnotsure,tzoneoilyalways,cloggedporesalways,fitzpatrick6,genderfemale,ethnicityafricanamerican,age2534,pregnantno,veganno,1,1,0,1,0,0,getmatched_serum
0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypecombination,skinafterwashnotsure,tzoneoilyalways,cloggedporesalways,fitzpatrick6,genderfemale,ethnicityafricanamerican,age2534,pregnantno,veganno,1,1,0,1,0,0,getmatched_cleanser
0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,skintypeoily,skinafterwashrough,tzoneoilysometimes,cloggedporessometimes,fitzpatrick4,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,0,1,0,0,0,1,getmatched_nightcream
0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,skintypeoily,skinafterwashrough,tzoneoilysometimes,cloggedporessometimes,fitzpatrick4,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,0,1,0,0,0,1,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypecombination,skinafterwashnotsure,tzoneoilyalways,cloggedporesrarely,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,0,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypecombination,skinafterwashnotsure,tzoneoilyalways,cloggedporesrarely,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,0,1,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,skintypecombination,skinafterwashnotsure,tzoneoilysometimes,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age3544,pregnantyes,veganno,1,0,0,1,1,1,getmatched_serum
0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesalways,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,0,0,1,1,0,getmatched_cleanser
0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesalways,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,0,0,1,1,0,getmatched_dailymoisturizer
0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesalways,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,0,0,1,1,0,getmatched_cleanser
0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesalways,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,0,0,1,1,0,getmatched_nightcream
0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesalways,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,0,0,1,1,0,getmatched_serum
0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesalways,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,0,0,1,1,0,getmatched_serum
0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesalways,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,0,0,1,1,0,getmatched_serum
0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesalways,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,0,0,1,1,0,getmatched_cleanser
0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesalways,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,0,0,1,1,0,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypecombination,skinafterwashhydrated,tzoneoilyfrequently,cloggedporesrarely,fitzpatrick1,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,1,1,1,1,1,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,skintypedry,skinafterwashrough,tzoneoilysometimes,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,0,0,1,0,1,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,skintypeoily,skinafterwashshiny,tzoneoilyalways,cloggedporesrarely,fitzpatrick2,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,0,1,1,1,1,getmatched_serum
1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,skintypeoily,skinafterwashshiny,tzoneoilyalways,cloggedporesrarely,fitzpatrick2,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,0,1,1,1,1,getmatched_cleanser
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashhydrated,tzoneoilyalways,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,0,1,0,0,getmatched_cleanser
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashhydrated,tzoneoilyalways,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,0,1,0,0,getmatched_serum
1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,skintypedry,skinafterwashhydrated,tzoneoilysometimes,cloggedporesnotsure,fitzpatrick5,genderfemale,ethnicityafricanamerican,age1824,pregnantno,veganyes,1,1,0,1,1,0,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,skintypedry,skinafterwashrough,tzoneoilysometimes,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicityhispanic,age2534,pregnantno,veganno,1,0,0,1,1,1,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,skintypedry,skinafterwashrough,tzoneoilysometimes,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicityhispanic,age2534,pregnantno,veganno,1,0,0,1,1,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,skintypedry,skinafterwashrough,tzoneoilysometimes,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicityhispanic,age2534,pregnantno,veganno,1,0,0,1,1,1,getmatched_nightcream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,skintypedry,skinafterwashrough,tzoneoilysometimes,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicityhispanic,age2534,pregnantno,veganno,1,0,0,1,1,1,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,,,,,,,,,,,0,0,0,0,0,0,
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypecombination,skinafterwashshiny,tzoneoilysometimes,cloggedporesnotsure,fitzpatrick6,genderfemale,ethnicityhispanic,age1824,pregnantno,veganno,1,1,0,1,1,0,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypedry,skinafterwashrough,tzoneoilynever,cloggedporesrarely,fitzpatrick1,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,0,0,0,0,0,getmatched_dailymoisturizer
1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilyalways,cloggedporessometimes,fitzpatrick5,genderfemale,ethnicityafricanamerican,age2534,pregnantno,veganno,1,0,1,1,0,1,getmatched_serum
1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilyalways,cloggedporessometimes,fitzpatrick5,genderfemale,ethnicityafricanamerican,age2534,pregnantno,veganno,1,0,1,1,0,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,skintypedry,skinafterwashshiny,tzoneoilysometimes,cloggedporesnotsure,fitzpatrick5,genderfemale,ethnicityasian,age2534,pregnantno,veganno,0,0,0,1,0,0,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,skintypedry,skinafterwashshiny,tzoneoilynotsure,cloggedporesnotsure,fitzpatrick5,genderfemale,ethnicityasian,age2534,pregnantno,veganno,0,0,0,1,0,0,getmatched_nightcream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,skintypedry,skinafterwashshiny,tzoneoilynotsure,cloggedporesnotsure,fitzpatrick5,genderfemale,ethnicityasian,age2534,pregnantno,veganno,0,0,0,1,0,0,getmatched_cleanser
0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,skintypedry,skinafterwashtight,tzoneoilynever,cloggedporessometimes,fitzpatrick1,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,1,1,1,1,1,getmatched_cleanser
1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypenormal,skinafterwashhydrated,tzoneoilysometimes,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,1,1,1,1,1,getmatched_nightcream
